label	s1	s2	s3	s4	s5	s6	s7	s8	e1	e2	e3	e4	e5	e6	e7	e8
40-0.5-1	2.1616491047228323	-0.22027864330131952	0.8759125149310744	-0.21455191260962453	0.6398314617603046	0.2847429402583373	-0.33889842409954035	-0.5771374580440082	1.3926892837907408	0.4596247790290639	0.45289826381598636	0.30221034273407427	0.6380336294945863	-0.0325057173857565	-0.6624734966808711	1.100419633308843
40-0.5-2	0.31347504567668644	-0.24586582693313372	-0.695159186045727	0.22573708762072184	-2.157951127017309	-1.0664143754888524	0.6168899057019988	-0.5572917962403284	0.047595485102021565	-0.6740804011531661	-0.31901166016440413	-1.3674522269972424	-2.22500212015463	-0.33171859709317303	0.0431037710364209	-0.16936396822564037
40-0.5-3	0.7724488845103151	1.7929568974224235	0.572886776575776	0.2985964204466269	1.181569315042696	0.22065554992262626	-0.499111649180894	-1.0441049090712131	1.8482798520716028	1.7247846448552155	0.6161601386903656	1.0440008489757933	0.967881480589089	-0.18957789129004726	-1.1160477396794646	-0.18872629614475164
40-0.5-4	-0.8048233780044588	0.3101115265224794	-2.1066734936038545	1.0191808047958786	-0.41843394784609894	-0.3467727200069661	-1.8327397143002089	-0.7721305299311343	-0.35392792621994174	-1.2669717252518906	-0.7225073864036393	0.41699816403918977	-0.5279360363699533	-1.5212783895274522	-1.8838356522663238	-1.0952477627692407
40-0.5-5	-1.9792061429219194	0.8712839667958168	-1.9676653291482513	0.3644217105798016	-0.12178328409740663	1.020405251088032	-1.4120597675823054	0.8797178742467033	-0.7919601827547293	-0.7557333446145966	-1.103085388315384	0.16877693433424557	0.6193175557552152	-0.2538310938779687	-0.3849929596749673	-0.7635507958684172
40-0.5-6	-0.053229575951163656	0.6596796009303184	-0.47759036058912396	0.6688568928345717	-0.5227907616404754	-1.18899255727683	-0.9442990696956368	0.011497742298251318	0.4378214343535971	0.14610224313046152	0.15533393112163718	0.09823616226412768	-1.1805556514980402	-1.5043490474833578	-0.674600875239974	-0.028982345496108626
40-0.5-7	-0.012196138338910152	0.8041931788641913	-1.7744467991601331	-0.48151452120228694	1.1114483379575677	1.2206448840434942	0.2962027132520658	-0.04617318791049726	0.5715575912253866	-0.6679454844850723	-1.5853088785644396	0.44886690651547284	1.6087942441120464	1.076418421370253	0.18082126509731516	-0.04054047328238487
40-0.5-8	1.2101515200985131	0.3337651568951661	-0.052262711069086566	0.6497694223106709	-0.18910205263806618	-0.7552324579201943	1.083278039371678	-0.3391043158197169	1.1095011997027544	0.2083077565856061	0.43728168561101227	0.3207511215452517	-0.6511659664074367	0.21440092038459846	0.5381870765431085	0.6049280053876723
40-0.5-9	-1.1451357535820563	1.0730060116320908	-1.28637114671039	0.13445164828997322	0.0531783136250316	-1.80882523941175	-1.2967694130591323	-0.6304380004528816	-0.047695501248888696	-0.12394807515680864	-0.7968038705609809	0.13161706048817198	-1.2101674611104254	-2.191401370152247	-1.3937513220214321	-1.2331823156751287
40-0.5-10	-0.36778202736661736	2.2053885881485114	0.21518917104672522	-2.0809803529451965	1.1300326338636826	0.6488920012475322	0.6276597176416064	-1.526583915304719	1.3274295095233428	1.7741823912967212	-1.367200500527719	-0.6565818111308243	1.2274971100889709	0.8990657571925524	-0.6500941073005595	-1.3157353400375562
40-0.5-11	0.4047936679235823	-0.9800998925761822	-0.24644931435810383	-0.0069018297047475485	-0.28256140046345485	-0.6770021072370088	0.2685967300162621	0.9440664323937374	-0.4166844956815174	-0.8954922965606074	-0.176462978363275	-0.20455184030446572	-0.661765200446299	-0.296108185404366	0.8769923588881732	0.9368450981465309
40-0.5-12	-1.5805565718103096	0.23652559555869537	0.8743450562636793	0.42470858176028825	-0.46202597878673235	1.343927700414983	-0.18995081958969384	0.7270493596644529	-0.9638538200262781	0.7943703016409296	0.9177836891032732	-0.0295578703231842	0.6074226423431359	0.8264050454851904	0.38842578680467615	-0.59272423268047
40-0.5-13	1.4361187597101812	0.0684734875394105	0.16170592830027383	-0.600330245282675	0.8299686333602287	-1.2258597535022981	0.6610145985167504	0.45534852784583685	1.0802652432670554	0.16509672970788938	-0.3251144758308473	0.16681278170265043	-0.2720004075828762	-0.4147577019993687	0.8073504680958131	1.3136610555800594
40-0.5-14	0.679336857409958	-0.14489041563896485	0.03465454295337041	1.7036491964759728	0.2601330559862385	1.0127478764943336	0.8022735701182644	0.27018497039531225	0.3830778234115914	-0.08193611992473782	1.265945933465358	1.3753171818119567	0.8777208723552036	1.2799327466736607	0.7755995499528914	0.65946387041687
40-0.5-15	-0.5459439366253289	-1.0422469068771367	-0.21525734928781812	0.2533243089176039	0.13935647166613443	1.5639860770213276	-1.2909720004094272	-0.9008941444595752	-1.1439751431821623	-0.9190498607053826	0.03492087181291002	0.2756645062363545	1.174321197856418	0.21800261563617168	-1.5851509979718852	-1.0048889126885079
40-0.5-16	1.6452521594779053	2.2884219676591377	0.477003210754098	0.48057588088000736	-1.2114632877639813	-0.21988194813684897	0.8895230724658217	-1.016245629324197	2.8323144703701684	2.021024591747519	0.6821129723511579	-0.520217681577472	-0.9879875389855971	0.46151193306211635	-0.091641066688353	0.43679069098517437
40-0.5-17	-0.17424895739662205	1.1855067707269087	0.17195744595229764	0.7129060083239971	1.119931553571229	-1.7091553322701496	-1.6303765534357262	-1.0888860615828284	0.7303940046580012	0.9936520653922165	0.6392730583212115	1.290179942810396	-0.4049564111055856	-2.3522167969937966	-1.966562666094058	-0.8773167962638663
40-0.5-18	0.5485520508718341	1.2191188686804848	1.0056894938730045	1.0287213705379628	-2.074873599999186	-1.0282855478055137	0.7241298441609534	-1.059374536542757	1.2734794449532725	1.6100129886019312	1.4494305595770833	-0.7471636585791342	-2.1413604714439507	-0.22998191498073456	-0.24244383750854837	-0.3548296698372886
40-0.5-19	0.8697419145528404	-1.4674011747528517	-1.0788449239175368	1.057397989037314	0.2207597291595295	-1.0227290618917058	-0.16051133492705771	-0.19967893295203348	-0.4345823836016133	-1.8444723902212194	0.020315672700415767	0.8955315066435567	-0.5525843465430459	-0.8409499680389162	-0.26048828693033355	0.4653512497389384
