label	s1	s2	s3	s4	s5	s6	s7	s8	e1	e2	e3	e4	e5	e6	e7	e8
40-0.1-1	-1.073396992711227	-1.102991453852361	-0.9294894223313751	-0.8550897581137159	0.6692783291218988	-1.0306051597210317	1.3487715857010776	1.0703013505895218	-1.5292938340721933	-1.4165751002372766	-1.272300043317227	-0.13277734554370524	-0.26413642430402573	0.21423293869543558	1.725671789620361	-0.003249626606579287
40-0.1-2	-1.3487014172981229	0.5526852103166208	-0.7774578309005811	1.092533610275041	-0.9337638503785813	-0.7958559951750025	0.968894177125559	0.8884820808998222	-0.5640203155013674	-0.1623293931026049	0.22361056257408465	0.11505447454211355	-1.2317769977813697	0.1149183615078388	1.324982822581745	-0.33049883658813306
40-0.1-3	0.6801639217359018	-0.9547643386592541	-1.0675243030866703	0.9250141936220622	0.8469525993590432	0.9455399570319687	1.1640013816398649	-0.8779623915649387	-0.1889629701090218	-1.4106706668372309	-0.10267731732151722	1.2342389134462184	1.2775044475354704	1.4731312503243974	0.20399747736325768	-0.14083056784815948
40-0.1-4	-0.8988829429086213	-0.8803453826960465	1.0447205904157004	1.1662862340577098	-1.077911517816381	0.7783489427969316	1.251140706468754	-1.3619051623360836	-1.2503239042268686	0.12271253434272685	1.5762021162739075	0.06651051726305973	-0.2061182081079355	1.416340070819436	-0.07908236111679866	-1.6180240370077117
40-0.1-5	1.074661795556988	0.9984750618020306	-1.0215896465109777	-1.0638180153713201	0.8342300490548291	1.3084353573297658	-1.0214747770343995	-1.1085199556203786	1.4569969534605154	-0.024606851865618545	-1.4867031041008631	-0.16409139770460265	1.5284758319430567	0.20838301657673797	-1.5194632534199402	-0.02318245879491065
40-0.1-6	-0.8646130104975367	0.8598280633456142	-0.7463365089386154	1.1285755544187004	-0.9795288160957468	1.3837944935685753	-0.885129096322968	-0.9167053824492783	-0.0075825057148832704	0.07239155366285922	0.27148984119500347	0.10846389817771598	0.2973436884657624	0.35608803314924575	-1.2853642029296866	-1.2750230468788857
40-0.1-7	1.0658355870159515	-0.8088821040896338	-1.2826083321306105	-1.0429595378962966	-1.0561831448833583	-0.8625001535080642	-1.1104013813603504	1.0606995806889676	0.18515119226852333	-1.4604437594868465	-1.6580704621986837	-1.461894997936484	-1.3662612473286084	-1.3775655188050633	-0.03539978281099035	1.5221530263918535
40-0.1-8	1.5647110769766297	1.1045653081899742	1.0929559152558488	-0.9066916941118666	0.5979949815444148	-0.9629323297389362	-0.9443767332617827	1.233987330009747	1.876848788114916	1.5323425026143374	0.13387428919334385	-0.21831589047959593	-0.26616131414420796	-1.33264070589627	0.20665356628456844	2.003437115792747
40-0.1-9	0.6479209163117091	-1.2689691870983837	-0.8248758355839615	0.8349803273989146	-0.9629752676349776	1.1804662746437145	-1.098439154145586	-0.9414287803771014	-0.4317247355982824	-1.4582289480074966	0.006304663816317688	-0.08516453375715727	0.16340397190803618	0.06502956916689843	-1.4551638040754487	-0.20932324502032448
40-0.1-10	-1.239692234239995	1.06058103163723	-1.1769361142650345	-0.6621917198444215	1.1071442905181892	0.9290950638398555	-1.04179398726941	1.0934614777112315	-0.1314922019664244	-0.09053973285584382	-1.3114272957612727	0.3059693908637485	1.4500792462872738	-0.0720628955876046	0.03691247511786988	-0.1057955365918345
40-0.1-11	0.965497281579668	-1.006158658435398	-1.1057332758810374	-1.1005298286387113	-0.9708093867678038	-1.0855891424749624	1.0751149098542128	-1.0133573415401074	-0.023748015336254858	-1.4730980729409509	-1.5728888910219845	-1.4428477011091565	-1.4655961086530935	-0.014637374194000106	0.0440020494649759	-0.03330340206181198
40-0.1-12	-1.0058273441185004	-1.1383227868594836	0.9897979689507541	0.9906456142443228	-0.9321576111717265	1.0144863640354407	0.9993975921092398	1.172888443760226	-1.5063878804930504	-0.09462791189158054	1.4118946695509829	0.04498550338547018	0.06632805460356701	1.4070895435510664	1.549634552875979	0.11852981571051036
40-0.1-13	0.9348833794441064	0.82477667984473	0.6998902156238529	-0.8940680632707575	-0.9323594618668198	-1.0122966254793526	0.5585095170372507	0.9536278538381807	1.2367972104392349	1.0626668925101508	-0.13756968053574262	-1.2719101665483388	-1.385844507150827	-0.3223680987078427	1.0787141122586208	1.3517665883626948
40-0.1-14	0.9889228344807252	-0.7353245398775284	-0.934226607485857	1.0614111778615967	1.1866979791478398	-1.1551888390323573	-0.9653803774402455	1.0645410303827156	0.1824252398390551	-1.1650591971655488	0.08959136604658159	1.565393195700346	0.013221835381507778	-1.482219095427049	0.07078967403101322	1.4698104454853025
40-0.1-15	1.438036801318546	-1.1343360556178737	-1.0789819229060353	1.1509729330046945	0.8673935655419593	-0.8127748449199144	1.057634403990333	-0.8537616202369329	0.21970819693826055	-1.54317419152947	0.05011593702960673	1.4062957021691112	0.03229435112307766	0.16473981775945026	0.14538643317237213	0.41932298767052617
40-0.1-16	0.9252895605117355	-0.7964471766023121	1.4821903606866333	-1.1325647027368653	-1.1235517086194171	1.2023506880055932	-1.1774363493641877	1.0419716524334808	0.09475207996595258	0.48776232425051624	0.25067085761132585	-1.5712667556599178	0.06530756406909657	0.025468369887963315	-0.09657868486034775	1.408087729608262
40-0.1-17	0.861038911640813	-0.6592101121915215	0.7626967642546845	0.5330024755763068	0.7889766281656386	-1.0600432320476196	1.1010707986271913	-0.8655099615839928	0.14554715665432416	0.07813898695829838	0.9238525363714698	0.9201113583773765	-0.20041542032222304	0.021343951157169683	0.16799012630142443	-0.002367699188034799
40-0.1-18	1.0828145696669387	-1.1234459223428115	-0.8044995235606542	1.1446909310676614	0.6910845126891422	-1.1252481812194604	1.155839989675559	-1.029127194785349	-0.023152788568227577	-1.3430685377664189	0.2414730657804691	1.2795082290669082	-0.31649009908006753	0.013646399175607697	0.09033627850425865	0.03944731940324004
40-0.1-19	-1.0617348121511656	0.7629202415213123	1.2044958957066754	1.1238406004513217	0.7797826438353559	-0.8333807669586217	-1.1393125347000872	1.0561971963356782	-0.21444481247778918	1.3737882795085294	1.6599581527779401	1.3265178028370097	-0.044544017112626184	-1.3772234551384614	-0.05923516323539206	-0.0049851387615968855
40-0.1-20	-0.9997273473581216	-1.2971624264315904	-1.0739038910856697	1.2671686493314573	0.8131499132362489	1.423476761409538	-0.9649465286320552	-0.9743496502172638	-1.613315654256049	-1.6524708529128387	0.1365140676493342	1.4498184373359109	1.5959577667952445	0.32845163852024967	-1.3834238275523196	-1.4130349019183182
