	i1	i2	i3	i4	o1	o2
row-1	-1.2558797488096387	-0.16728991737610044	0.6607053957334155	0.20283011031553128	0.32924874463077325	0.6062957124321351
row-2	-1.8488571761911952	1.2148699919352435	-0.09207344669188139	-0.13791986621313512	0.42140860670878927	0.4712824761779425
row-3	-1.794276448195614	-0.30246844314792865	-0.7661534303959039	-0.8726176963496828	0.2595377583752751	0.3058941032975185
row-4	-0.5143881520012857	-0.8951258986014148	0.10878940391385683	0.4797895177063073	0.3307583792275914	0.5730459381424361
row-5	1.366192636622074	-0.7892890264244599	0.026773906689753768	0.4341284406589625	0.571617067009981	0.5573591665011244
row-6	-0.8832322660625356	-1.7099803056079002	-0.6594403308186293	1.0009135820232662	0.21473672752874698	0.5425807673093187
row-7	-0.26253235839237976	0.07696434052640633	0.7420602671274694	-0.5975053500442992	0.47682062440502393	0.5180615024991381
row-8	-0.6865575632639142	0.4674029555337605	-0.9122631048346082	0.6747033747139202	0.47263305189061133	0.4703398975537572
row-9	0.8622282531818574	-0.2126328529292303	0.2086559563002819	-0.061391144296360056	0.5804930413817208	0.5183997890257208
row-10	0.8749017733172262	-0.6885450715868067	0.649537556045646	1.7583825576503764	0.5232777483041765	0.7692285063570993
row-11	-0.708208831157894	-0.521292105863367	-0.514600369435133	0.72674643827881	0.3509763149038794	0.5264934223924201
row-12	1.711909123902798	1.257997739228602	-0.48497795483570505	0.7671821007938693	0.8153196017316331	0.5352171071758607
row-13	0.5516289734930758	1.1308273859652918	-0.09412574483534109	-0.22038886823891501	0.6987238217809388	0.460766493322618
row-14	0.9724024012311117	-1.678856067903325	-0.3557382267476711	-2.5456114705398725	0.41260014173074255	0.1898977278808963
row-15	-1.5012595478036748	0.7156389264001157	0.7867444830765798	0.35269364746676546	0.4030409590671458	0.6386983483996758
row-16	0.46273382835886084	-1.0979877155842308	-0.7472435989338214	-1.2092082190129188	0.4212541884923682	0.2732439438935032
row-17	-1.7121720074175848	-0.36911546283855	-0.05148247451383675	-1.026828130137353	0.26102580388779867	0.3683841023405613
row-18	0.03797536724519601	-0.8355085628425127	0.595540824309727	-0.2673490057543443	0.4016087140578007	0.5409321685448129
row-19	-0.5480943776937559	0.22288266336116874	0.18166485293887724	-0.2606794839818755	0.45943787048712775	0.490124455588381
row-20	0.058959819341769415	2.088002493381792	0.2762504346193858	-1.0349726321719754	0.7452583716247837	0.40628100150959534
row-21	-0.16681849480928823	-0.39580166676928324	-2.0323535810378788	-1.2689939244234176	0.43013262160810933	0.16101791076106348
row-22	0.2597811586098685	0.4195969437714301	-0.37139341539048265	0.5241493271845921	0.5841149877751374	0.5190852119309971
row-23	1.2795602075833648	0.17695585779000644	-0.1624435219505309	-0.10345299661342933	0.6744228935062545	0.466811804893418
row-24	2.320732433485624	0.20818614002041547	1.8609351926142592	0.3290505258066144	0.7797927939359459	0.749320743087604
row-25	0.25967492605935083	-1.1448319605079886	-1.0951019323489095	-1.243575289352565	0.39112673201829673	0.23697455427661968
row-26	1.3213267088647866	-1.198635844382371	0.23442178864984536	0.7932353356169994	0.5153315503083786	0.6257035490618621
row-27	1.3925532008296169	-0.7318396528248663	1.8118091787203459	-1.6370362978318942	0.5818461829194462	0.521832718283101
row-28	-0.7886175864689928	1.1966647991143606	-0.5828510964428153	0.31469234869267315	0.5508297055642456	0.46653028271669345
row-29	-1.3549340554419596	-0.5929240292273592	-0.5685319544292166	-0.22610164726711768	0.2740980538164955	0.4019571776820363
row-30	0.00898198192053934	-2.3414776547434726	-1.590965672984281	0.02383681573383556	0.23753387499474615	0.31355217899915006
row-31	-0.009858873089224118	1.9689877312157316	-0.501462171451132	1.2788641347366787	0.7270217809975711	0.5959699480001784
row-32	-0.3094555629312562	-2.4107885348277134	1.0378300962562208	0.19875813525350727	0.20422046685937426	0.6498304724826025
row-33	0.1441298485198481	-0.5518626563416094	-0.20258588955220186	-0.5706576570533933	0.44920918919199476	0.4045308038362557
row-34	0.8595158640716809	1.4639903471052782	-0.1076843250010806	0.9247853462704577	0.7616511173101139	0.6007402676167474
row-35	-0.3955499677496832	0.11158547861029766	-0.961151197257601	0.6322320214437054	0.4645639483553599	0.4589775224658254
row-36	0.10320307338783652	0.23680997498598666	1.0146924512255617	0.3256268404644178	0.542399560092848	0.6615389056567138
row-37	-1.529950085427642	0.870172107875741	1.2873578252928877	-0.6044719927353006	0.41826763414415463	0.5845409819162954
row-38	-0.4070932386219965	0.000810304482284363	-1.501041327626531	1.0036933148542637	0.44938855987459364	0.4381498981984247
row-39	1.716553733750043	-0.8995674852891936	1.2106605784247937	0.5390398584664841	0.6007265033278617	0.7057539243608132
row-40	-0.03523643413582811	-1.2875698078962658	0.6407051635385699	-0.44986202399046604	0.3404244903447012	0.5238373080819977
row-41	-1.9035701871739046	-0.4748215115095329	1.1926966515547521	0.0563505646965049	0.2334027883257343	0.6512466722239965
row-42	-1.6703366175177652	-0.09311956706259394	0.27038905543387176	-0.2041416391681059	0.2928198037588722	0.5082801699772952
row-43	0.5622640176693112	0.5984516372067148	-0.21664714968079368	1.8961606230233254	0.6411497382667932	0.6984139794604486
row-44	-0.7476861060867668	-1.218797146534016	0.496907665658701	-1.0300060229969614	0.2722490478880774	0.43375446198661644
