	i1	i2	i3	i4	o1	o2
row-1	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-2	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-3	-1.0140993866	-1.0140993866	1.0060181085	1.0060181085	-1.0140993866	1.0060181085
row-4	-1.0140993866	-1.0140993866	1.0060181085	1.0060181085	-1.0140993866	1.0060181085
row-5	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-6	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-7	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-8	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-9	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-10	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-11	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-12	-1.0140993866	-1.0140993866	1.0060181085	1.0060181085	-1.0140993866	1.0060181085
row-13	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-14	-1.0140993866	-1.0140993866	-0.9940178925	-0.9940178925	-1.0140993866	-0.9940178925
row-15	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-16	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-17	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-18	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-19	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-20	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-21	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-22	-1.0140993866	-1.0140993866	1.0060181085	1.0060181085	-1.0140993866	1.0060181085
row-23	-1.0140993866	-1.0140993866	-0.9940178925	-0.9940178925	-1.0140993866	-0.9940178925
row-24	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-25	-1.0140993866	-1.0140993866	-0.9940178925	-0.9940178925	-1.0140993866	-0.9940178925
row-26	-1.0140993866	-1.0140993866	-0.9940178925	-0.9940178925	-1.0140993866	-0.9940178925
row-27	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-28	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-29	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-30	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-31	-1.0140993866	-1.0140993866	-0.9940178925	-0.9940178925	-1.0140993866	-0.9940178925
row-32	0.9860966422	0.9860966422	1.0060181085	1.0060181085	0.9860966422	1.0060181085
row-33	-1.0140993866	-1.0140993866	-0.9940178925	-0.9940178925	-1.0140993866	-0.9940178925
row-34	0.9860966422	0.9860966422	-0.9940178925	-0.9940178925	0.9860966422	-0.9940178925
row-35	-1.0140993866	-1.0140993866	-0.9940178925	-0.9940178925	-1.0140993866	-0.9940178925
