	i1	i2	i3	i4	o1	o2
row-1	-1.0011956025	-0.2354800964	0.1860082111	-0.4787348146	-0.5074350401	-0.2345836864
row-2	0.4395901976	-1.1710589630	1.6615505185	-0.0758370745	-0.7284705850	0.3453688118
row-3	-0.6129293606	1.6180022342	-0.0141384586	0.5645008431	-1.2972649493	0.3877612836
row-4	0.4690637462	0.7378433150	1.2836908389	-0.7756195381	0.9800118979	0.5448994779
row-5	1.5806783944	0.3869482549	-0.9289504897	-0.1030256171	0.3258590254	-0.7155109755
row-6	-0.9237519307	-0.8555841309	2.2232175273	-1.4563318622	-0.9535715861	-0.6142954794
row-7	-1.1600758573	-1.5491785183	0.4617086775	0.3246364793	-0.9168114444	0.9787844363
row-8	-1.2912519064	0.5263660434	-0.1333872407	1.0770924699	-1.2009287463	-1.2520017553
row-9	-0.9838485293	1.0983851621	0.5157484824	-0.6702207582	-0.1592223049	1.2355303135
row-10	1.8387555091	0.5936071104	-0.0784537889	-0.9615132905	-0.3756017998	0.6053287598
row-11	-0.7495788708	0.6712651894	-0.3914318371	1.0780179283	-0.4501291429	-0.2759591591
row-12	0.8820805287	0.4345186130	1.4749766981	-1.0070265823	-0.3167607517	1.5520990901
row-13	-0.9301949949	0.6412256008	1.7826013126	-0.8646221660	-0.7512506604	0.2059280364
row-14	-0.6331422585	0.7302479748	0.0593350482	1.4428293135	-1.4634203677	0.5720559705
row-15	-0.0050595870	-0.5256634589	1.2341115199	-0.0471031548	0.8500866210	-0.8570057530
row-16	-0.9864261417	0.0148772044	0.0345345478	0.4993758288	-1.1040150401	-1.4178764968
row-17	0.5301712597	2.0876461336	0.3543097960	0.8572460248	-1.5055056166	0.9732560807
row-18	0.0989884299	0.2812067416	-0.3650829065	-1.1979934282	-0.4101476166	1.4417829645
row-19	-0.0791254890	0.5116593196	-0.4468934231	1.1542832709	-0.5834296395	-0.6705067617
row-20	0.1679408380	1.1827465818	-0.3949986541	-0.4900432470	-0.6809926309	-0.3269762777
row-21	0.4260185661	1.2016529550	-0.1942437850	-0.8447019294	1.1279979132	0.2286181823
row-22	-0.1136162532	-1.1127214375	0.7662987698	1.2985071709	0.7709693368	-1.0329781328
